"ACTION","AS_units...2","AS_COMPLETION","ROW_COMPLETION","skip","checked_for_duplicates","row_number","Source","Source DOI","author","author_doi","data_location","sample","notes","notes2","treatment_OLD","treatment","treatment_NOTES","treatment_level","latitude","longitude","lat_lon_notes","location","elevation_m","lyrtop_cm","lyrbot_cm","horizon","soil_type","ecosystem","wetland_type","aridity","plant_species","MAP(mm)","MAT(°)","Duration (year)","year_sampled","fraction_scheme","aggregate_size_OLD","aggregate_size","amino_sugars","AS_units...41","gluN","gluN_units","murA","murA_units","galN","galN_units","manN","manN_units","microbial_necromass_C","MNC_units","fungal_necromass_C","FNC_units","bacterial_necromass_C","BNC_units","bacterial_biomass_C","bbc_units","fungal_biomass_C","fbc_units","microbial_biomass_C","MBC-units","microbial_biomass_N","MBN-units","soc","SOC_units","soil_C","TC_units","soil_N","TN_units","soil C/N","pH","pH_method","clay","silt","sand","texture","bulk_density","Method","other_variables_available"
,,"14","33",,"Y","2730","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Su et al. 2017","https://doi.org/10.19336/j.cnki.trtb.2017.02.16",,"N16",,,,,,,"43.19","124.14","lat-lon of Lishu, Jilin, China",,"138","0","20",,,"cropland",,,,"577","5.8",,,"aggregate","250-2000um","0.250-2mm","733","mg/kg","435","mg/kg","30","mg/kg","264","mg/kg",,,"4879.88755","mg/kg","3529.88755","mg/kg","1350","mg/kg",,,,,,,,,,,"12.49",,"1.2",,"10.41","7.1",,"27.54","47.65","24.81",,,,
,,"14","33",,"Y","2731","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Su et al. 2017","https://doi.org/10.19336/j.cnki.trtb.2017.02.16",,"N16",,,,,,,"43.19","124.14","lat-lon of Lishu, Jilin, China",,"138","0","20",,,"cropland",,,,"577","5.8",,,"aggregate","<250um","<0.250mm","756","mg/kg","460","mg/kg","36","mg/kg","253","mg/kg",,,"5297.86506","mg/kg","3677.86506","mg/kg","1620","mg/kg",,,,,,,,,,,"10.60",,"1.2",,"8.83","7.1",,"27.54","47.65","24.81",,,,
,,"14","33",,"Y","2732","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Su et al. 2017","https://doi.org/10.19336/j.cnki.trtb.2017.02.16",,"N16",,,,,,,"43.19","124.14","lat-lon of Lishu, Jilin, China",,"138","0","20",,,"cropland",,,,"577","5.8",,,"aggregate","<250um","<0.250mm","783","mg/kg","479","mg/kg","30","mg/kg","269","mg/kg",,,"5275.88755","mg/kg","3925.88755","mg/kg","1350","mg/kg",,,,,,,,,,,"10.59",,"1.2",,"8.83","7.1",,"27.54","47.65","24.81",,,,
,,"14","33",,"Y","2733","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Su et al. 2017","https://doi.org/10.19336/j.cnki.trtb.2017.02.16",,"N16",,,,,,,"43.19","124.14","lat-lon of Lishu, Jilin, China",,"138","0","20",,,"cropland",,,,"577","5.8",,,"aggregate","<250um","<0.250mm","729","mg/kg","435","mg/kg","30","mg/kg","264","mg/kg",,,"4879.88755","mg/kg","3529.88755","mg/kg","1350","mg/kg",,,,,,,,,,,"11.70",,"1.2",,"9.75","7.1",,"27.54","47.65","24.81",,,,
,,"14","33",,"Y","2734","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Su et al. 2017","https://doi.org/10.19336/j.cnki.trtb.2017.02.16",,"N16",,,,,,,"43.19","124.14","lat-lon of Lishu, Jilin, China",,"138","0","20",,,"cropland",,,,"577","5.8",,,"aggregate","<250um","<0.250mm","778","mg/kg","471","mg/kg","30","mg/kg","267","mg/kg",,,"5203.88755","mg/kg","3853.88755","mg/kg","1350","mg/kg",,,,,,,,,,,"11.14",,"1.2",,"9.28","7.1",,"27.54","47.65","24.81",,,,
,,"14","33",,"Y","2735","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Su et al. 2017","https://doi.org/10.19336/j.cnki.trtb.2017.02.16",,"N16",,,,,,,"43.19","124.14","lat-lon of Lishu, Jilin, China",,"138","0","20",,,"cropland",,,,"577","5.8",,,"aggregate","<250um","<0.250mm","860","mg/kg","506","mg/kg","45","mg/kg","296","mg/kg",,,"6001.33133","mg/kg","3976.33133","mg/kg","2025","mg/kg",,,,,,,,,,,"11.83",,"1.2",,"9.86","7.1",,"27.54","47.65","24.81",,,,
,,"14","33",,"Y","2736","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Su et al. 2017","https://doi.org/10.19336/j.cnki.trtb.2017.02.16",,"N16",,,,,,,"43.19","124.14","lat-lon of Lishu, Jilin, China",,"138","0","20",,,"cropland",,,,"577","5.8",,,"aggregate","<250um","<0.250mm","742","mg/kg","444","mg/kg","34","mg/kg","256","mg/kg",,,"5089.53923","mg/kg","3559.53923","mg/kg","1530","mg/kg",,,,,,,,,,,"12.38",,"1.2",,"10.32","7.1",,"27.54","47.65","24.81",,,,
,,"0","17","skip","Y","1210","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Su et al. 2017","https://doi.org/10.19336/j.cnki.trtb.2017.02.16",,,,,"tillage","tillage",,,"43.32","124.23",,,"144",,,,,"cropland",,"0.4639",,"577","5.8","5",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"11.3","g/kg",,,"1.2",,,"6.1",,"22.2","50.1","27.7","clay",,,
,,"0","17","skip","Y","1211","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Su et al. 2017","https://doi.org/10.19336/j.cnki.trtb.2017.02.16",,,,,"tillage","tillage",,,"43.32","124.23",,,"144",,,,,"cropland",,"0.4639",,"577","5.8","5",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"11.3","g/kg",,,"1.2",,,"7.1",,"27.5","47.7","24.8","clay",,,
,,"0","17","skip","Y","1212","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Su et al. 2017","https://doi.org/10.19336/j.cnki.trtb.2017.02.16",,,,,"tillage","tillage",,,"43.32","124.23",,,"144",,,,,"cropland",,"0.4639",,"577","5.8","5",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"11.3","g/kg",,,"1.2",,,"7.1",,"27.5","47.7","24.8","clay",,,
,,"0","17","skip","Y","1213","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Su et al. 2017","https://doi.org/10.19336/j.cnki.trtb.2017.02.16",,,,,"tillage","tillage",,,"43.32","124.23",,,"144",,,,,"cropland",,"0.4639",,"577","5.8","5",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"11.3","g/kg",,,"1.2",,,"7.1",,"27.5","47.7","24.8","clay",,,
,,"0","17","skip","Y","1214","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Su et al. 2017","https://doi.org/10.19336/j.cnki.trtb.2017.02.16",,,,,"tillage","tillage",,,"43.32","124.23",,,"144",,,,,"cropland",,"0.4639",,"577","5.8","5",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"11.3","g/kg",,,"1.2",,,"7.1",,"27.5","47.7","24.8","clay",,,
,,"0","17","skip","Y","1215","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Su et al. 2017","https://doi.org/10.19336/j.cnki.trtb.2017.02.16",,,,,"tillage","tillage",,,"43.32","124.23",,,"144",,,,,"cropland",,"0.4639",,"577","5.8","5",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"11.3","g/kg",,,"1.2",,,"7.1",,"27.5","47.7","24.8","clay",,,
,,"0","17","skip","Y","1216","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Su et al. 2017","https://doi.org/10.19336/j.cnki.trtb.2017.02.16",,,,,"tillage","tillage",,,"43.32","124.23",,,"144",,,,,"cropland",,"0.4639",,"577","5.8","5",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"11.3","g/kg",,,"1.2",,,"7.1",,"27.5","47.7","24.8","clay",,,
,,"0","17","skip","Y","1217","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Su et al. 2017","https://doi.org/10.19336/j.cnki.trtb.2017.02.16",,,,,"tillage","tillage",,,"43.32","124.23",,,"144",,,,,"cropland",,"0.4639",,"577","5.8","5",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"11.3","g/kg",,,"1.2",,,"7.1",,"27.5","47.7","24.8","clay",,,
,,"0","17","skip","Y","1218","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Su et al. 2017","https://doi.org/10.19336/j.cnki.trtb.2017.02.16",,,,,"tillage","tillage",,,"43.32","124.23",,,"144",,,,,"cropland",,"0.4639",,"577","5.8","5",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"11.3","g/kg",,,"1.2",,,"7.1",,"27.5","47.7","24.8","clay",,,
,,"0","17","skip","Y","1219","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Su et al. 2017","https://doi.org/10.19336/j.cnki.trtb.2017.02.16",,,,,"tillage","tillage",,,"43.32","124.23",,,"144",,,,,"cropland",,"0.4639",,"577","5.8","5",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"11.3","g/kg",,,"1.2",,,"7.1",,"27.5","47.7","24.8","clay",,,
,,"0","17","skip","Y","1220","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Su et al. 2017","https://doi.org/10.19336/j.cnki.trtb.2017.02.16",,,,,"tillage","tillage",,,"43.32","124.23",,,"144",,,,,"cropland",,"0.4639",,"577","5.8","5",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"11.3","g/kg",,,"1.2",,,"7.1",,"27.5","47.7","24.8","clay",,,
,,"0","17","skip","Y","1221","Zhou et al. 2023","https://doi.org/10.1111/gcb.16613","Su et al. 2017","https://doi.org/10.19336/j.cnki.trtb.2017.02.16",,,,,"tillage","tillage",,,"43.32","124.23",,,"144",,,,,"cropland",,"0.4639",,"577","5.8","5",,"bulk soil",,,,,,,,,,,,,,,,,,,,,,,,,,,"11.3","g/kg",,,"1.2",,,"7.1",,"27.5","47.7","24.8","clay",,,
,,"10","29","duplicate",,"3485","Ni 2020","https://doi.org/10.1016/j.soilbio.2020.107762","Amelung et al. 1999","https://doi.org/10.2136/sssaj1999.03615995006300010014x",,"N003",,,,,,,"52.1","-102.92",,"CutKnife-Naicam, North American","563","0","10",,"Argic Cryoborolls","grassland",,,,"456","0.9",,,"bulk soil",,,"4551","mg/kg","2660","mg/kg","256","mg/kg","1560","mg/kg","76","mg/kg",,,,,,,,,,,,"mg/kg",,"mg/kg",,,"58.2","g/kg",,"g/kg",,,,"23.40","19.4","57.2",,,,
,,"10","29","duplicate",,"3486","Ni 2020","https://doi.org/10.1016/j.soilbio.2020.107762","Amelung et al. 1999","https://doi.org/10.2136/sssaj1999.03615995006300010014x",,"N003",,,,,,,"51.6","-104.41",,"Elstow, North American","625","0","10",,"Typic Cryoborolls","grassland",,,,"343","1.6",,,"bulk soil",,,"4035","mg/kg","2339","mg/kg","207","mg/kg","1426","mg/kg","63","mg/kg",,,,,,,,,,,,"mg/kg",,"mg/kg",,,"42.3","g/kg",,"g/kg",,,,"18.80","19","62.2",,,,
,,"10","29","duplicate",,"3487","Ni 2020","https://doi.org/10.1016/j.soilbio.2020.107762","Amelung et al. 1999","https://doi.org/10.2136/sssaj1999.03615995006300010014x",,"N003",,,,,,,"50.57","-106.27",,"Ardill, North American","602","0","10",,"Typic Cryoborolls","grassland",,,,"380","3.2",,,"bulk soil",,,"4209","mg/kg","2356","mg/kg","228","mg/kg","1557","mg/kg","68","mg/kg",,,,,,,,,,,,"mg/kg",,"mg/kg",,,"42.3","g/kg",,"g/kg",,,,"16.90","25","58.1",,,,
,,"10","29","duplicate",,"3488","Ni 2020","https://doi.org/10.1016/j.soilbio.2020.107762","Amelung et al. 1999","https://doi.org/10.2136/sssaj1999.03615995006300010014x",,"N003",,,,,,,"47.42","-94.74",,"Svea, North American","449","0","10",,"Pachic Udic Haploborolls","grassland",,,,"565","6.1",,,"bulk soil",,,"6918","mg/kg","3910","mg/kg","294","mg/kg","2592","mg/kg","122","mg/kg",,,,,,,,,,,,"mg/kg",,"mg/kg",,,"64","g/kg",,"g/kg",,,,"40.30","24.8","34.9",,,,
,,"10","29","duplicate",,"3489","Ni 2020","https://doi.org/10.1016/j.soilbio.2020.107762","Amelung et al. 1999","https://doi.org/10.2136/sssaj1999.03615995006300010014x",,"N003",,,,,,,"47.28","-100.98",,"Amor, North American","647","0","10",,"Typic Haoloborolls","grassland",,,,"419","5",,,"bulk soil",,,"3365","mg/kg","1861","mg/kg","224","mg/kg","1204","mg/kg","76","mg/kg",,,,,,,,,,,,"mg/kg",,"mg/kg",,,"31.6","g/kg",,"g/kg",,,,"26.80","17.2","56",,,,
,,"10","29","duplicate",,"3490","Ni 2020","https://doi.org/10.1016/j.soilbio.2020.107762","Amelung et al. 1999","https://doi.org/10.2136/sssaj1999.03615995006300010014x",,"N003",,,,,,,"48.65","-108.73",,"Joplin, North American","905","0","10",,"Aridic Argiborolls","grassland",,,,"300","6.1",,,"bulk soil",,,"1842","mg/kg","1045","mg/kg","151","mg/kg","620","mg/kg","26","mg/kg",,,,,,,,,,,,"mg/kg",,"mg/kg",,,"16.4","g/kg",,"g/kg",,,,"25.10","20.7","54.2",,,,
,,"10","29","duplicate",,"3491","Ni 2020","https://doi.org/10.1016/j.soilbio.2020.107762","Amelung et al. 1999","https://doi.org/10.2136/sssaj1999.03615995006300010014x",,"N003",,,,,,,"45.01","-106.78",,"Ulm, North American","1063","0","10",,"Ustic Haplargids","grassland",,,,"400","7.2",,,"bulk soil",,,"1930","mg/kg","1123","mg/kg","126","mg/kg","649","mg/kg","31","mg/kg",,,,,,,,,,,,"mg/kg",,"mg/kg",,,"18.5","g/kg",,"g/kg",,,,"38.20","32.8","29",,,,
,,"10","29","duplicate",,"3492","Ni 2020","https://doi.org/10.1016/j.soilbio.2020.107762","Amelung et al. 1999","https://doi.org/10.2136/sssaj1999.03615995006300010014x",,"N003",,,,,,,"41.71","-104.37",,"Weld, North American","1601","0","10",,"Aridic Paleustolls","grassland",,,,"375","10.8",,,"bulk soil",,,"2072","mg/kg","1153","mg/kg","91","mg/kg","793","mg/kg","35","mg/kg",,,,,,,,,,,,"mg/kg",,"mg/kg",,,"16.9","g/kg",,"g/kg",,,,"25.60","14.5","59.9",,,,
,,"10","29","duplicate",,"3493","Ni 2020","https://doi.org/10.1016/j.soilbio.2020.107762","Amelung et al. 1999","https://doi.org/10.2136/sssaj1999.03615995006300010014x",,"N003",,,,,,,"41.29","-99.91",,"Holdrege, North American","848","0","10",,"Typic Argiustolls","grassland",,,,"666","11.6",,,"bulk soil",,,"3696","mg/kg","2147","mg/kg","155","mg/kg","1322","mg/kg","72","mg/kg",,,,,,,,,,,,"mg/kg",,"mg/kg",,,"29.9","g/kg",,"g/kg",,,,"21.50","21.7","56.8",,,,
,,"10","29","duplicate",,"3494","Ni 2020","https://doi.org/10.1016/j.soilbio.2020.107762","Amelung et al. 1999","https://doi.org/10.2136/sssaj1999.03615995006300010014x",,"N003",,,,,,,"40.32","-100.05",,"Armo, North American","734","0","10",,"Entic Argiudolls","grassland",,,,"573","12.2",,,"bulk soil",,,"3281","mg/kg","1898","mg/kg","121","mg/kg","1205","mg/kg","58","mg/kg",,,,,,,,,,,,"mg/kg",,"mg/kg",,,"27.5","g/kg",,"g/kg",,,,"25.90","30.2","43.9",,,,
,,"10","29","duplicate",,"3495","Ni 2020","https://doi.org/10.1016/j.soilbio.2020.107762","Amelung et al. 1999","https://doi.org/10.2136/sssaj1999.03615995006300010014x",,"N003",,,,,,,"40.14","-96.98",,"Sharpsburg, North American","422","0","10",,"Typic Argiudolls","grassland",,,,"792","10.9",,,"bulk soil",,,"4994","mg/kg","2997","mg/kg","223","mg/kg","1677","mg/kg","97","mg/kg",,,,,,,,,,,,"mg/kg",,"mg/kg",,,"40.5","g/kg",,"g/kg",,,,"36.30","23.7","40",,,,
,,"10","29","duplicate",,"3496","Ni 2020","https://doi.org/10.1016/j.soilbio.2020.107762","Amelung et al. 1999","https://doi.org/10.2136/sssaj1999.03615995006300010014x",,"N003",,,,,,,"41.44","-96.43",,"Reading, North American","356","0","10",,"Pachic Argiudolls","grassland",,,,"791","12.4",,,"bulk soil",,,"3408","mg/kg","2054","mg/kg","154","mg/kg","1142","mg/kg","58","mg/kg",,,,,,,,,,,,"mg/kg",,"mg/kg",,,"30.7","g/kg",,"g/kg",,,,"32.20","15.9","51.9",,,,
,,"10","29","duplicate",,"3497","Ni 2020","https://doi.org/10.1016/j.soilbio.2020.107762","Amelung et al. 1999","https://doi.org/10.2136/sssaj1999.03615995006300010014x",,"N003",,,,,,,"38.37","-95.42",,"Parsons, North American","310","0","10",,"Mollic Albaqualfs","grassland",,,,"1000","14.2",,,"bulk soil",,,"3205","mg/kg","2115","mg/kg","96","mg/kg","946","mg/kg","48","mg/kg",,,,,,,,,,,,"mg/kg",,"mg/kg",,,"26.8","g/kg",,"g/kg",,,,"15.50","46.7","37.8",,,,
,,"10","29","duplicate",,"3498","Ni 2020","https://doi.org/10.1016/j.soilbio.2020.107762","Amelung et al. 1999","https://doi.org/10.2136/sssaj1999.03615995006300010014x",,"N003",,,,,,,"33.3","-103.36",,"Amarillo, North American","1244","0","10",,"Aridic Paleustalfs","grassland",,,,"466","17.1",,,"bulk soil",,,"901","mg/kg","558","mg/kg","62","mg/kg","266","mg/kg","15","mg/kg",,,,,,,,,,,,"mg/kg",,"mg/kg",,,"11.3","g/kg",,"g/kg",,,,"11.30","2","86.7",,,,
,,"10","29","duplicate",,"3499","Ni 2020","https://doi.org/10.1016/j.soilbio.2020.107762","Amelung et al. 1999","https://doi.org/10.2136/sssaj1999.03615995006300010014x",,"N003",,,,,,,"32.82","-98.47",,"Halettsville, North American","337","0","10",,"Udertic Paleustolls","grassland",,,,"1030","20",,,"bulk soil",,,"1775","mg/kg","1157","mg/kg","102","mg/kg","486","mg/kg","31","mg/kg",,,,,,,,,,,,"mg/kg",,"mg/kg",,,"23.7","g/kg",,"g/kg",,,,"27.30","13.4","59.3",,,,
,,"10","29","duplicate",,"3500","Ni 2020","https://doi.org/10.1016/j.soilbio.2020.107762","Amelung et al. 1999","https://doi.org/10.2136/sssaj1999.03615995006300010014x",,"N003",,,,,,,"31.72","-94.59",,"Morey, North American","133","0","10",,"Typic Argiaquolls","grassland",,,,"1308","20.3",,,"bulk soil",,,"2245","mg/kg","1445","mg/kg","143","mg/kg","615","mg/kg","42","mg/kg",,,,,,,,,,,,"mg/kg",,"mg/kg",,,"24.7","g/kg",,"g/kg",,,,"22.20","17.9","59.9",,,,
,,"10","29","duplicate",,"3501","Ni 2020","https://doi.org/10.1016/j.soilbio.2020.107762","Amelung et al. 1999","https://doi.org/10.2136/sssaj1999.03615995006300010014x",,"N003",,,,,,,"30.19","-97.05",,"Racombes, North American","166","0","10",,"Pachic Argiustolls","grassland",,,,"700","22.2",,,"bulk soil",,,"1613","mg/kg","1024","mg/kg","81","mg/kg","468","mg/kg","41","mg/kg",,,,,,,,,,,,"mg/kg",,"mg/kg",,,"22.5","g/kg",,"g/kg",,,,"27.90","8.4","63.7",,,,
,,"10","25","duplicate",,"3502","Ni 2020","https://doi.org/10.1016/j.soilbio.2020.107762","Amelung et al. 1999","https://doi.org/10.2136/sssaj1999.03615995006300010014x",,"N003",,,,,,,"30.52","-101.49",,"Moglia, North American","633","0","10",,,"grassland",,,,"440","23.4",,,"bulk soil",,,"1064","mg/kg","630","mg/kg","54","mg/kg","355","mg/kg","24","mg/kg",,,,,,,,,,,,"mg/kg",,"mg/kg",,,"16","g/kg",,"g/kg",,,,,,,,,,
,,"4","21",,"Y","374","Liang et al. 2019","https://doi.org/10.1111/gcb.14781","Wulf. Amelung et al., 1999","https://doi.org/10.2136/sssaj1999.03615995006300010014x",,"Hoey(SK)",,,,,,,"52°52'N","105°47'W",,,,"0","10",,,"grassland",,,,"456","0.9",,,"bulk soil",,,,,"2659.74","mg/kg","256.08","mg/kg",,,,,,,,,,,"11523.6","ug/g","20649.79","ug/g",,,,,"58.2","g/kg",,,"5.29",,,"6.06",,,,,,,"Zhang and Amelung (1996)",
,,"4","22",,"Y","375","Liang et al. 2019","https://doi.org/10.1111/gcb.14781","Wulf. Amelung et al., 1999","https://doi.org/10.2136/sssaj1999.03615995006300010014x",,"Aberdeen(SK)",,,,,,,"52°19'N","106°17'W",,,,"0","10",,,"grassland",,,,"343","1.6",,,"bulk soil",,,,,"2339.19","mg/kg","207.27","mg/kg",,,,,,,,,,,"9327.15","ug/g","18391.52","ug/g",,,,,"42.3","g/kg",,,"4.23",,,"7.4",,"29.1",,,,,"Zhang and Amelung (1996)",
,,"4","22",,"Y","376","Liang et al. 2019","https://doi.org/10.1111/gcb.14781","Wulf. Amelung et al., 1999","https://doi.org/10.2136/sssaj1999.03615995006300010014x",,"Swift Current (SK)",,,,,,,"50°17'N","107°47'W",,,,"0","10",,,"grassland",,,,"380","3.2",,,"bulk soil",,,,,"2356.11","mg/kg","228.42","mg/kg",,,,,,,,,,,"10278.9","ug/g","18272.25","ug/g",,,,,"42.3","g/kg",,,"3.89",,,"7.2",,"16.2",,,,,"Zhang and Amelung (1996)",
,,"4","22",,"Y","377","Liang et al. 2019","https://doi.org/10.1111/gcb.14781","Wulf. Amelung et al., 1999","https://doi.org/10.2136/sssaj1999.03615995006300010014x",,"Morris (MN)",,,,,,,"45°35'N","95°55W",,,,"0","10",,,"grassland",,,,"565","6.1",,,"bulk soil",,,,,"3910.4","mg/kg","294.4","mg/kg",,,,,,,,,,,"13248","ug/g","31413.73","ug/g",,,,,"64","g/kg",,,"5.34",,,"5.6",,"22.2",,,,,"Zhang and Amelung (1996)",
,,"4","22",,"Y","378","Liang et al. 2019","https://doi.org/10.1111/gcb.14781","Wulf. Amelung et al., 1999","https://doi.org/10.2136/sssaj1999.03615995006300010014x",,"Mandan (ND",,,,,,,"46°49'N","100°53'W",,,,"0","10",,,"grassland",,,,"419","5",,,"bulk soil",,,,,"1861.24","mg/kg","224.36","mg/kg",,,,,,,,,,,"10096.2","ug/g","13870.55","ug/g",,,,,"31.6","g/kg",,,"3.31",,,"5.9",,"34.4",,,,,"Zhang and Amelung (1996)",
,,"4","22",,"Y","379","Liang et al. 2019","https://doi.org/10.1111/gcb.14781","Wulf. Amelung et al., 1999","https://doi.org/10.2136/sssaj1999.03615995006300010014x",,"Havre (MT)",,,,,,,"48°32'N","109°41'W",,,,"0","10",,,"grassland",,,,"300","6.1",,,"bulk soil",,,,,"1044.68","mg/kg","150.88","mg/kg",,,,,,,,,,,"6789.6","ug/g","7464.94","ug/g",,,,,"16.4","g/kg",,,"1.65",,,"5.9",,"20.6",,,,,"Zhang and Amelung (1996)",
,,"4","22",,"Y","380","Liang et al. 2019","https://doi.org/10.1111/gcb.14781","Wulf. Amelung et al., 1999","https://doi.org/10.2136/sssaj1999.03615995006300010014x",,"Arvada (WY)",,,,,,,"44°39'N","106°7'W",,,,"0","10",,,"grassland",,,,"400","7.2",,,"bulk soil",,,,,"1122.95","mg/kg","125.8","mg/kg",,,,,,,,,,,"5691.6","ug/g","8537.27","ug/g",,,,,"18.5","g/kg",,,"1.94",,,"6.1",,"16.5",,,,,"Zhang and Amelung (1996)",
,,"4","22",,"Y","381","Liang et al. 2019","https://doi.org/10.1111/gcb.14781","Wulf. Amelung et al., 1999","https://doi.org/10.2136/sssaj1999.03615995006300010014x",,"Akron (CO)",,,,,,,"40°9'N","103°12'W",,,,"0","10",,,"grassland",,,,"375","10.8",,,"bulk soil",,,,,"1152.58","mg/kg","91.26","mg/kg",,,,,,,,,,,"4106.7","ug/g","9201.51","ug/g",,,,,"16.9","g/kg",,,"1.59",,,"5.4",,"23.8",,,,,"Zhang and Amelung (1996)",
,,"4","22",,"Y","382","Liang et al. 2019","https://doi.org/10.1111/gcb.14781","Wulf. Amelung et al., 1999","https://doi.org/10.2136/sssaj1999.03615995006300010014x",,"Holdrege (KS)",,,,,,,"40°26'N","99°22'W",,,,"0","10",,,"grassland",,,,"666","11.6",,,"bulk soil",,,,,"2146.82","mg/kg","155.48","mg/kg",,,,,,,,,,,"6996.6","ug/g","17325.14","ug/g",,,,,"29.9","g/kg",,,"3.02",,,"6.7",,"17.7",,,,,"Zhang and Amelung (1996)",
,,"4","22",,"Y","383","Liang et al. 2019","https://doi.org/10.1111/gcb.14781","Wulf. Amelung et al., 1999","https://doi.org/10.2136/sssaj1999.03615995006300010014x",,"Hayes (KS)",,,,,,,"38°52'N","99°19'W",,,,"0","10",,,"grassland",,,,"573","12.2",,,"bulk soil",,,,,"1897.5","mg/kg","121","mg/kg",,,,,,,,,,,"5445","ug/g","15523.95","ug/g",,,,,"27.5","g/kg",,,"2.68",,,"6.2",,"24.4",,,,,"Zhang and Amelung (1996)",
,,"4","22",,"Y","384","Liang et al. 2019","https://doi.org/10.1111/gcb.14781","Wulf. Amelung et al., 1999","https://doi.org/10.2136/sssaj1999.03615995006300010014x",,"Lincoln (NE)",,,,,,,"40°19'N","96°41'W",,,,"0","10",,,"grassland",,,,"792","10.9",,,"bulk soil",,,,,"2997","mg/kg","222.75","mg/kg",,,,,,,,,,,"10023.75","ug/g","24113.06","ug/g",,,,,"40.5","g/kg",,,"3.46",,,"7.1",,"27.5",,,,,"Zhang and Amelung (1996)",
,,"4","22",,"Y","385","Liang et al. 2019","https://doi.org/10.1111/gcb.14781","Wulf. Amelung et al., 1999","https://doi.org/10.2136/sssaj1999.03615995006300010014x",,"Manhattan (KS)",,,,,,,"39°11'N","96°34'W",,,,"0","10",,,"grassland",,,,"791","12.4",,,"bulk soil",,,,,"2053.83","mg/kg","153.5","mg/kg",,,,,,,,,,,"6907.5","ug/g","16513.65","ug/g",,,,,"30.7","g/kg",,,"2.86",,,"5.6",,"32.3",,,,,"Zhang and Amelung (1996)",
,,"4","22",,"Y","386","Liang et al. 2019","https://doi.org/10.1111/gcb.14781","Wulf. Amelung et al., 1999","https://doi.org/10.2136/sssaj1999.03615995006300010014x",,"Parsons (KS)",,,,,,,"37°20'N","95°15'W",,,,"0","10",,,"grassland",,,,"1000","14.2",,,"bulk soil",,,,,"2114.52","mg/kg","96.48","mg/kg",,,,,,,,,,,"4341.6","ug/g","17791.95","ug/g",,,,,"26.8","g/kg",,,"2.46",,,"6",,"33.2",,,,,"Zhang and Amelung (1996)",
,,"8","30",,"Y","2461","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Guggenberger et al. 1999","https://doi.org/10.2136/sssaj1999.6351188x",,"N01",,,"CT","tillage",,"CT","41.08","-102.58","lat-lon of Sidney, NE, USA",,"1222","0","20",,"Pachic Haplustolls","cropland",,,,"380","8.5",,,"aggregate","<53um","<0.053mm",,,"838","mg/kg","43","mg/kg","423","mg/kg","41","mg/kg",,,,,,,,,,,,,,,"14.3","g/kg","14.30","g/kg","1.5","g/kg","9.53",,,,"43","36",,,,
,,"8","30",,"Y","2462","Zhang et al. 2023","https://doi.org/10.1016/j.apsoil.2023.104985","Guggenberger et al. 1999","https://doi.org/10.2136/sssaj1999.6351188x",,"N01",,,"NT","tillage",,"NT","41.08","-102.58","lat-lon of Sidney, NE, USA",,"1222","0","20",,"Pachic Haplustolls","cropland",,,,"380","8.5",,,"aggregate","53-250um","0.053-0.250mm",,,"876","mg/kg","44","mg/kg","443","mg/kg","48","mg/kg",,,,,,,,,,,,,,,"12.9","g/kg","12.90","g/kg","1.3","g/kg","9.92",,,,"43","36",,,,
